bin_name,completeness,contamination,group,coding_density,contig_N50,average_gene_length,genome_size,GC_content,total_coding_sequences,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",msa_percent,translation_table,red_value,warnings
old_originals_METABAT__351-contigs,85.97,8.48,3_medium_quality,0.85,8365,302.25686,3764529,0.46,3535,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium;s__,ANI,classification based on placement in class-level tree,"GCF_003046625.1, s__Mangrovibacterium marinum, 95.0, 78.18, 0.26; GCF_003610535.1, s__Mangrovibacterium diazotrophicum, 95.0, 78.16, 0.314; GCA_003246935.1, s__Mangrovibacterium sp003246935, 95.0, 77.69, 0.154; GCF_010882175.1, s__Mangrovibacterium sp010882175, 95.0, 77.37, 0.26",56.47,11,0.9515,N/A
old_originals_METABAT__480-contigs,71.59,8.48,3_medium_quality,0.898,20582,278.5077805,1133480,0.25,1221,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,64.63,11,0.77993,Genome has more than 10.8% of markers with multiple hits
crabs_bin.466,87.34,8.52,3_medium_quality,0.903,8384,280.4030051,3463263,0.69,3727,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__,N/A,N/A,N/A,N/A,N/A,GCF_001314225.1,95,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001314225,78.9,0.412,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_003651225.1, s__Microbacterium telephonicum, 95.0, 79.23, 0.399; GCF_006716815.1, s__Microbacterium lacticum, 95.0, 79.16, 0.396; GCA_001898315.1, s__Microbacterium sp001898315, 95.0, 79.13, 0.409; GCF_016907815.1, s__Microbacterium aurum, 95.0, 79.07, 0.41; GCF_014208045.1, s__Microbacterium thalassium, 95.0, 78.99, 0.388; GCA_900078385.1, s__Microbacterium sp900078385, 95.0, 78.96, 0.391; GCF_001592125.1, s__Microbacterium hominis, 95.0, 78.93, 0.383; GCF_015707995.1, s__Microbacterium sp015707995, 95.0, 78.92, 0.385; GCA_003248655.1, s__Microbacterium sp003248655, 95.0, 78.9, 0.374; GCF_013282805.1, s__Microbacterium hominis_B, 95.0, 78.85, 0.388; GCF_016807485.1, s__Microbacterium sp016807485, 95.0, 78.85, 0.375; GCF_014779795.1, s__Microbacterium helvum, 95.0, 78.79, 0.378; GCF_007992455.1, s__Microbacterium saccharophilum, 95.0, 78.78, 0.382; GCF_001644225.1, s__Microbacterium oleivorans_A, 95.0, 78.78, 0.349; GCA_017305435.1, s__Microbacterium sp017305435, 95.0, 78.78, 0.381; GCF_014836535.1, s__Microbacterium sp014836535, 95.0, 78.77, 0.368; GCF_017876655.1, s__Microbacterium imperiale, 95.0, 78.75, 0.338; GCA_014197265.1, s__Microbacterium invictum, 95.0, 78.73, 0.404; GCF_000383475.1, s__Microbacterium sp000383475, 95.0, 78.72, 0.329; GCF_016907295.1, s__Microbacterium dextranolyticum, 95.0, 78.72, 0.36; GCF_017831975.1, s__Microbacterium terrae, 95.0, 78.7, 0.388; GCF_016907555.1, s__Microbacterium laevaniformans, 95.0, 78.64, 0.361; GCF_018588945.1, s__Microbacterium flavescens, 95.0, 78.64, 0.335; GCF_006783905.1, s__Microbacterium kyungheense, 95.0, 78.62, 0.374; GCF_015278255.1, s__Microbacterium hibisci, 95.0, 78.62, 0.353; GCF_000380605.1, s__Microbacterium sp000380605, 95.0, 78.61, 0.376; GCF_000956465.1, s__Microbacterium trichothecenolyticum, 95.0, 78.61, 0.378; GCF_007828185.1, s__Microbacterium sp007828185, 95.0, 78.61, 0.355; GCF_014873155.1, s__Microbacterium sp014873155, 95.0, 78.6, 0.359; GCF_015277855.1, s__Microbacterium sp015277855, 95.0, 78.59, 0.378; GCA_001724425.1, s__Microbacterium sp001724425, 95.0, 78.57, 0.364; GCF_015278315.1, s__Microbacterium ureisolvens, 95.0, 78.56, 0.353; GCF_013389665.1, s__Microbacterium oleivorans_C, 95.0, 78.53, 0.338; GCF_015277815.1, s__Microbacterium sp015277815, 95.0, 78.53, 0.354; GCF_000411455.1, s__Microbacterium sp000411455, 95.0, 78.52, 0.353; GCF_000304335.1, s__Microbacterium yannicii_A, 95.0, 78.51, 0.346; GCF_003931875.1, s__Microbacterium sp003931875, 95.0, 78.49, 0.339; GCF_008710705.1, s__Microbacterium radiodurans, 95.0, 78.49, 0.342; GCF_018717645.1, s__Microbacterium flavum, 95.0, 78.48, 0.343; GCF_003386735.1, s__Microbacterium trichothecenolyticum_A, 95.0, 78.48, 0.39; GCA_003248845.1, s__Microbacterium sp003248845, 95.0, 78.47, 0.35; GCF_012847295.1, s__Microbacterium sp012847295, 95.0, 78.46, 0.333; GCF_001428485.1, s__Microbacterium sp001428485, 95.0, 78.46, 0.35; GCF_008727775.1, s__Microbacterium lushaniae, 95.0, 78.45, 0.322; GCF_003339645.1, s__Microbacterium arborescens, 95.0, 78.44, 0.318; GCF_014201255.1, s__Microbacterium sp014201255, 95.0, 78.43, 0.348; GCF_015350795.1, s__Microbacterium sp015350795, 95.0, 78.41, 0.334; GCF_014204835.1, s__Microbacterium marinum, 95.0, 78.41, 0.334; GCF_003293595.1, s__Microbacterium sp003293595, 95.0, 78.41, 0.357; GCF_016907635.1, s__Microbacterium insulae, 95.0, 78.4, 0.345; GCF_900292075.1, s__Microbacterium timonense, 95.0, 78.4, 0.348; GCF_004564355.1, s__Microbacterium wangchenii, 95.0, 78.4, 0.339; GCF_013409785.1, s__Microbacterium immunditiarum, 95.0, 78.4, 0.346; GCF_003999995.1, s__Microbacterium sp003999995, 95.0, 78.39, 0.345; GCF_004010105.1, s__Microbacterium sp004010105, 95.0, 78.38, 0.275; GCF_013409015.1, s__Microbacterium sp013409015, 95.0, 78.36, 0.336; GCF_002245215.1, s__Microbacterium sp002245215, 95.0, 78.36, 0.328; GCF_009858275.1, s__Microbacterium sp009858275, 95.0, 78.34, 0.38; GCF_013408285.1, s__Microbacterium sp013408285, 95.0, 78.33, 0.34; GCF_012524205.1, s__Microbacterium sp012524205, 95.0, 78.32, 0.355; GCF_900102005.1, s__Microbacterium sp900102005, 95.0, 78.32, 0.32; GCF_001422925.1, s__Microbacterium sp001422925, 95.0, 78.31, 0.4; GCF_006715675.1, s__Microbacterium sp006715675, 95.0, 78.31, 0.359; GCF_001652465.1, s__Microbacterium chocolatum, 95.0, 78.3, 0.317; GCF_003610405.1, s__Microbacterium sp003610405, 95.0, 78.3, 0.332; GCF_900155915.1, s__Microbacterium sp900155915, 95.0, 78.29, 0.347; GCF_014837165.1, s__Microbacterium sp014837165, 95.0, 78.28, 0.361; GCF_001427145.1, s__Microbacterium sp001427145, 95.0, 78.25, 0.336; GCF_003289625.1, s__Microbacterium sp003289625, 95.0, 78.24, 0.326; GCF_001620065.1, s__Microbacterium sp001620065, 95.0, 78.21, 0.315; GCF_001552475.1, s__Microbacterium oleivorans, 95.0, 78.19, 0.298; GCF_015277875.1, s__Microbacterium sp900098805, 95.0, 78.18, 0.307; GCF_008017415.1, s__Microbacterium hatanonis, 95.0, 78.18, 0.307; GCF_011046485.1, s__Microbacterium sp011046485, 95.0, 78.17, 0.347; GCF_001984105.1, s__Microbacterium sp001984105, 95.0, 78.17, 0.321; GCF_000802305.1, s__Microbacterium mangrovi, 95.0, 78.17, 0.319; GCF_004362195.1, s__Microbacterium sp004362195, 95.0, 78.16, 0.334; GCF_005502885.1, s__Microbacterium sp005502885, 95.0, 78.15, 0.356; GCF_001691565.1, s__Microbacterium oleivorans_B, 95.0, 78.15, 0.314; GCF_005774735.1, s__Microbacterium sp005774735, 95.0, 78.15, 0.32; GCF_013410955.1, s__Microbacterium sp013410955, 95.0, 78.14, 0.302; GCF_900102175.1, s__Microbacterium sp900102175, 95.0, 78.13, 0.319; GCF_900100885.1, s__Microbacterium pygmaeum, 95.0, 78.12, 0.327; GCF_003635115.1, s__Microbacterium sp003635115, 95.0, 78.11, 0.3; GCF_003095395.1, s__Microbacterium sp003095395, 95.0, 78.06, 0.3; GCA_011620715.1, s__Microbacterium sp011620715, 95.0, 78.05, 0.342; GCF_003850245.1, s__Microbacterium sp003850245, 95.0, 78.04, 0.311; GCF_011759705.1, s__Microbacterium ulmi, 95.0, 78.03, 0.347; GCA_003248605.1, s__Microbacterium sp003248605, 95.0, 78.02, 0.293; GCA_011620665.1, s__Microbacterium sp011620665, 95.0, 78.0, 0.34; GCF_013409465.1, s__Microbacterium pumilum, 95.0, 77.99, 0.295; GCF_006715565.1, s__Microbacterium sp006715565, 95.0, 77.98, 0.322; GCF_900114345.1, s__Microbacterium sp900114345, 95.0, 77.97, 0.312; GCF_015565955.1, s__Microbacterium schleiferi, 95.0, 77.9, 0.282; GCA_001898325.1, s__Microbacterium sp001898325, 95.0, 77.84, 0.255; GCF_006715145.1, s__Microbacterium sp006715145, 95.0, 77.83, 0.279; GCA_017306415.1, s__Microbacterium sp001897105, 95.0, 77.8, 0.326; GCF_008710745.1, s__Microbacterium rhizomatis, 95.0, 77.73, 0.303; GCA_002313585.1, s__Microbacterium sp002313585, 95.0, 77.61, 0.262",64.38,10.95761,N/A,
old_originals_METABAT__198-contigs,81.5,8.7,3_medium_quality,0.909,13740,281.5277411,2807328,0.67,3028,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__,N/A,N/A,N/A,N/A,N/A,GCF_017565705.1,95,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter ruminantium,80.8,0.492,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_000421845.1, s__Leucobacter chironomi, 95.0, 80.72, 0.5; GCF_004028235.1, s__Leucobacter muris, 95.0, 80.57, 0.519; GCF_001273835.1, s__Leucobacter celer, 95.0, 80.28, 0.555; GCF_003569785.1, s__Leucobacter sp003569785, 95.0, 80.14, 0.507; GCF_004208635.1, s__Leucobacter triazinivorans, 95.0, 80.14, 0.497; GCF_016522505.1, s__Leucobacter sp016522505, 95.0, 80.06, 0.468; GCF_002982315.1, s__Leucobacter massiliensis, 95.0, 80.0, 0.434; GCA_016771945.1, s__Leucobacter sulfamidivorax, 95.0, 79.96, 0.451; GCF_900102345.1, s__Leucobacter chromiiresistens, 95.0, 79.88, 0.469; GCF_016758175.1, s__Leucobacter zeae, 95.0, 79.84, 0.478; GCF_000633415.1, s__Leucobacter sp000633415, 95.0, 79.71, 0.43; GCF_910593785.1, s__Leucobacter sp910593785, 95.0, 79.68, 0.449; GCF_000980875.1, s__Leucobacter sp000980875, 95.0, 79.59, 0.43; GCF_002752355.1, s__Leucobacter sp002752355, 95.0, 79.59, 0.435; GCF_016522535.1, s__Leucobacter sp016522535, 95.0, 79.48, 0.416; GCF_001477055.1, s__Leucobacter chromiiresistens_A, 95.0, 79.43, 0.424; GCF_003917135.1, s__Leucobacter chromiireducens_A, 95.0, 79.31, 0.42; GCF_004217175.1, s__Leucobacter luti, 95.0, 79.15, 0.419; GCF_017565745.1, s__Leucobacter weissii, 95.0, 79.0, 0.415; GCF_016597785.1, s__Leucobacter sp001373475, 95.0, 78.89, 0.376; GCF_013409595.1, s__Leucobacter aridicollis, 95.0, 78.82, 0.37; GCF_016758195.1, s__Leucobacter solipictus, 95.0, 78.44, 0.384; GCA_002336855.1, s__Leucobacter sp002336855, 95.0, 78.37, 0.282; GCF_006716085.1, s__Leucobacter komagatae, 95.0, 78.36, 0.355; GCF_016758255.1, s__Leucobacter chromiireducens, 95.0, 78.35, 0.335; GCF_001273845.1, s__Leucobacter musarum, 95.0, 78.21, 0.364; GCF_017583045.1, s__Leucobacter tardus, 95.0, 78.2, 0.361; GCF_000834055.1, s__Leucobacter komagatae_A, 95.0, 78.13, 0.277; GCF_001482305.1, s__Leucobacter sp001482305, 95.0, 78.06, 0.311; GCF_000350525.1, s__Leucobacter salsicius, 95.0, 77.93, 0.322; GCF_900163635.1, s__Leucobacter sp900163635, 95.0, 77.88, 0.282; GCA_017990305.1, s__Leucobacter sp017990305, 95.0, 77.87, 0.204; GCF_011299575.1, s__Leucobacter viscericola, 95.0, 77.72, 0.254; GCF_017834145.1, s__Leucobacter exalbidus, 95.0, 77.71, 0.257; GCF_014529985.1, s__Leucobacter sp014529985, 95.0, 77.42, 0.204; GCF_004339635.1, s__Leucobacter luti_A, 95.0, 77.37, 0.247; GCF_011382965.1, s__Leucobacter insecticola, 95.0, 77.36, 0.224; GCF_011382985.1, s__Leucobacter coleopterorum, 95.0, 77.17, 0.185; GCF_014530035.1, s__Leucobacter sp014530035, 95.0, 77.11, 0.188; GCA_012511645.1, s__Leucobacter sp012511645, 95.0, 77.09, 0.199; GCF_014396385.1, s__Leucobacter denitrificans, 95.0, 77.06, 0.169; GCA_012510755.1, s__Leucobacter sp012510755, 95.0, 76.84, 0.14",54.65,11,0.97483,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
old_originals_METABAT__210-contigs,88.16,9.14,3_medium_quality,0.889,14405,290.9750446,2201178,0.28,2244,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,53.47,11,0.69393,Genome has more than 15.8% of markers with multiple hits
old_originals_METABAT__152-contigs,89.43,9.23,3_medium_quality,0.927,13729,289.3670699,3780664,0.64,4051,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,74.03,11,0.87822,Genome has more than 12.5% of markers with multiple hits
old_originals_METABAT__227-contigs,73.08,9.27,3_medium_quality,0.879,21128,289.4162633,2034113,0.31,2066,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__UBA3375;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__UBA3375;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,68.13,11,0.83777,N/A
old_originals_METABAT__324-contigs,88.02,9.53,3_medium_quality,0.902,9812,282.1872359,4209948,0.63,4497,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__,N/A,N/A,N/A,N/A,N/A,GCF_000763905.1,95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus halophilus,83.93,0.608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_003337565.1, s__Paracoccus lutimaris, 95.0, 83.91, 0.645; GCA_018056045.1, s__Paracoccus sp018056045, 95.0, 83.59, 0.602; GCF_000518925.1, s__Paracoccus sp000518925, 95.0, 82.46, 0.599; GCF_001447385.1, s__Paracoccus sp001447385, 95.0, 82.24, 0.58; GCF_008824185.1, s__Paracoccus pantotrophus, 95.0, 82.17, 0.578; GCF_900100045.1, s__Paracoccus denitrificans, 95.0, 82.15, 0.599; GCF_000763885.1, s__Paracoccus versutus, 95.0, 82.1, 0.583; GCF_016446475.1, s__Paracoccus binzhouensis, 95.0, 82.09, 0.559; GCF_900156255.1, s__Paracoccus thiocyanatus, 95.0, 82.08, 0.522; GCF_001546115.1, s__Paracoccus aminovorans_B, 95.0, 82.01, 0.584; GCF_900005615.1, s__Paracoccus aminovorans, 95.0, 81.81, 0.543; GCF_009711185.1, s__Paracoccus limosus, 95.0, 81.39, 0.524; GCF_009696685.1, s__Paracoccus sp009696685, 95.0, 81.16, 0.547; GCF_000622145.1, s__Paracoccus yeei, 96.0533, 81.11, 0.524; GCF_009711265.1, s__Paracoccus sp009711265, 95.0, 81.07, 0.524; GCF_003285265.1, s__Paracoccus mutanolyticus, 96.0533, 81.01, 0.479; GCF_016919705.1, s__Paracoccus sp002359815, 95.0, 81.0, 0.53; GCF_009711205.1, s__Paracoccus litorisediminis, 95.0, 80.84, 0.53; GCF_900182695.1, s__Paracoccus laeviglucosivorans, 95.0, 80.56, 0.495; GCF_009301415.1, s__Paracoccus kondratievae, 95.0, 80.43, 0.525; GCF_004522175.1, s__Paracoccus ravus, 95.0, 80.15, 0.467; GCF_007830335.1, s__Paracoccus sulfuroxidans, 95.0, 79.97, 0.475; GCF_018860165.1, s__Paracoccus sp018860165, 95.0, 79.82, 0.448; GCF_003709565.1, s__Paracoccus siganidrum, 95.0, 79.82, 0.503; GCF_009711225.1, s__Paracoccus aestuariivivens, 95.0, 79.77, 0.426; GCF_900110285.1, s__Paracoccus alcaliphilus, 95.0, 79.57, 0.442; GCF_002847445.1, s__Paracoccus zhejiangensis, 95.0, 79.36, 0.463; GCF_900108405.1, s__Paracoccus alkenifer, 95.0, 79.2, 0.415; GCF_007096355.1, s__Paracoccus sp007096355, 95.0, 79.16, 0.442; GCF_900631945.1, s__Paracoccus haematequi, 95.0, 79.07, 0.408; GCF_003007735.2, s__Paracoccus marinus_A, 95.0, 79.01, 0.393; GCF_900111675.1, s__Paracoccus homiensis, 95.0, 79.0, 0.379; GCF_900142875.1, s__Paracoccus solventivorans, 95.0, 78.99, 0.399; GCF_002865605.1, s__Paracoccus jeotgali, 95.0, 78.98, 0.37; GCF_014642735.1, s__Paracoccus acridae, 95.0, 78.97, 0.37; GCF_003594815.1, s__Paracoccus aestuarii, 95.0, 78.96, 0.387; GCF_013868135.1, s__Paracoccus sp013868135, 95.0, 78.9, 0.392; GCA_002294185.1, s__Paracoccus sp002294185, 95.0, 78.87, 0.414; GCF_005048265.1, s__Paracoccus hibiscisoli, 95.0, 78.87, 0.391; GCF_004522155.1, s__Paracoccus luteus, 95.0, 78.85, 0.391; GCF_000763805.1, s__Paracoccus sphaerophysae, 95.0, 78.85, 0.403; GCF_017315735.1, s__Paracoccus sp017315735, 95.0, 78.84, 0.392; GCF_011308835.1, s__Paracoccus xiamenensis, 95.0, 78.81, 0.391; GCF_004335005.1, s__Paracoccus sp004335005, 95.0, 78.8, 0.394; GCF_003697785.1, s__Paracoccus alkanivorans, 95.0, 78.79, 0.371; GCF_900101865.1, s__Paracoccus isoporae, 95.0, 78.76, 0.348; GCF_005048225.1, s__Paracoccus gahaiensis, 95.0, 78.74, 0.403; GCF_014656455.1, s__Paracoccus aerius, 95.0, 78.72, 0.383; GCF_009708075.1, s__Paracoccus lichenicola, 95.0, 78.72, 0.394; GCF_003286075.1, s__Paracoccus endophyticus, 95.0, 78.68, 0.389; GCF_000420145.1, s__Paracoccus zeaxanthinifaciens, 95.0, 78.68, 0.404; GCF_017744015.1, s__Paracoccus sp002732665, 95.0, 78.66, 0.377; GCF_017356265.1, s__Paracoccus fontiphilus, 95.0, 78.66, 0.368; GCF_016629665.1, s__Paracoccus caeni, 95.0, 78.65, 0.387; GCF_002847305.1, s__Paracoccus sp002847305, 95.0, 78.65, 0.377; GCF_900188295.1, s__Paracoccus sediminis, 95.0, 78.64, 0.363; GCF_003259195.1, s__Paracoccus sediminilitoris, 95.0, 78.64, 0.341; GCF_004310345.1, s__Paracoccus subflavus, 95.0, 78.64, 0.382; GCF_004683865.2, s__Paracoccus liaowanqingii, 95.0, 78.6, 0.409; GCF_000444995.1, s__Paracoccus aminophilus, 95.0, 78.57, 0.384; GCF_002105555.1, s__Paracoccus contaminans, 95.0, 78.54, 0.377; GCF_018860625.1, s__Paracoccus sp018860625, 95.0, 78.53, 0.344; GCF_000787695.1, s__Paracoccus sp000787695, 95.0, 78.52, 0.325; GCA_900156835.1, s__Paracoccus saliphilus, 95.0, 78.5, 0.327; GCF_019061185.1, s__Paracoccus sp019061185, 95.0, 78.48, 0.354; GCF_002287065.1, s__Paracoccus salipaludis, 95.0, 78.42, 0.354; GCF_006151785.1, s__Paracoccus marcusii, 95.0, 78.42, 0.349; GCF_007993065.1, s__Paracoccus aurantiacus, 95.0, 78.38, 0.307; GCF_003056335.1, s__Paracoccus indicus, 95.0, 78.37, 0.357; GCA_016869875.1, s__Paracoccus sp016869875, 95.0, 78.35, 0.244; GCA_003255745.1, s__Paracoccus saliphilus_A, 95.0, 78.3, 0.33; GCF_900102505.1, s__Paracoccus tibetensis, 95.0, 78.22, 0.329; GCF_900199195.1, s__Paracoccus seriniphilus, 95.0, 78.21, 0.334; GCF_016617715.1, s__Paracoccus sp014164625, 95.0, 78.2, 0.337; GCA_005768755.1, s__Paracoccus denitrificans_B, 95.0, 78.12, 0.29; GCF_900102885.1, s__Paracoccus chinensis, 95.0, 78.11, 0.325; GCF_014490725.1, s__Paracoccus amoyensis, 95.0, 78.11, 0.311; GCF_003324675.1, s__Paracoccus suum, 95.0, 78.07, 0.293; GCF_900106665.1, s__Paracoccus sanguinis, 95.0, 78.07, 0.345; GCF_007018965.1, s__Paracoccus marinus, 95.0, 77.86, 0.347; GCF_004923205.2, s__Paracoccus aeridis, 95.0, 77.84, 0.292; GCF_003591515.1, s__Paracoccus sp003591515, 95.0, 77.72, 0.308; GCA_003240735.1, s__Paracoccus denitrificans_A, 95.0, 77.68, 0.273; GCF_009674885.1, s__Paracoccus sp009674885, 95.0, 77.45, 0.247; GCF_003590715.1, s__Paracoccus sp003590715, 95.0, 77.37, 0.254",66.46,11,0.98777,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Tuerk_Half_DAS_TuerkHalves_maxbin.265_sub,66.85,9.61,3_medium_quality,0.883,3726,269.1708419,0.57,4870,None,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__,N/A,N/A,N/A,N/A,N/A,GCA_019217005.1,95,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__JAHBNG01 sp019217005,75.9,0.013,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,N/A,49.72,11,0.87509,Genome has more than 17.5% of markers with multiple hits
old_originals_CRABS_nocov.94,71.09,9.73,3_medium_quality,0.918,4199,277.5603217,2701108,0.44,2984,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,51.93,11,0.88089,N/A
old_originals_METABAT__329-contigs,86.72,9.8,3_medium_quality,0.892,23335,303.6904064,2434871,0.29,2387,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,N/A,58.32,11,0.68762,Genome has more than 13.3% of markers with multiple hits
